time,state,measured_state,passed_time_in_NORMAL,passed_time_in_DEGRADED,passed_time_in_CRITICAL,passed_time_in_FAILURE,mean_reaction_time_degraded,mean_reaction_time_critical,total_maintenances,total_maintenance_time,unnecessary_maintenances,degraded_maintenances,critical_maintenances,total_broker_messages,upkeep_broker_messages,necessary_upkeep_broker_messages,available_teams,time_with_available_teams,time_without_available_teams,qlearning_epsilon,total_reward,total_positive_reward,total_positive_reward_qty,total_non_positive_reward,total_non_positive_reward_qty,qtable_size
0,NORMAL:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,16218
60000,NORMAL:0,0.0,60000,0,0,0,0,0,0,0,0,0,0,1606,0,0,4,60000,0,1e-06,3926.5,3926.5,1606,0,0,16218
120000,NORMAL:0,0.0,120000,0,0,0,0,0,0,0,0,0,0,3261,0,0,4,120000,0,1e-06,7979.0,7979.0,3261,0,0,16218
180000,NORMAL:0,0.0,180000,0,0,0,0,0,0,0,0,0,0,4915,0,0,4,180000,0,1e-06,12026.5,12026.5,4915,0,0,16218
240000,NORMAL:0,0.0,240000,0,0,0,0,0,0,0,0,0,0,6569,0,0,4,240000,0,1e-06,16078.0,16078.0,6569,0,0,16218
300000,NORMAL:0,0.0,300000,0,0,0,0,0,0,0,0,0,0,8224,0,0,4,300000,0,1e-06,20130.5,20130.5,8224,0,0,16218
360000,NORMAL:0,0.0,360000,0,0,0,0,0,0,0,0,0,0,9879,0,0,4,360000,0,1e-06,24183.0,24183.0,9879,0,0,16218
420000,NORMAL:0,0.0,420000,0,0,0,1000.0,0,1,0,0,1,0,11533,1,1,3,420000,0,1e-06,28836.268617021276,28836.268617021276,11533,0,0,16219
480000,NORMAL:0,0.0,480000,0,0,0,1000.0,0,1,0,0,1,0,13190,1,1,3,480000,0,1e-06,33909.39361702128,33909.39361702128,13190,0,0,16219
540000,NORMAL:0,0.0,540000,0,0,0,1000.0,0,1,0,0,1,0,14842,1,1,3,540000,0,1e-06,38966.26861702128,38966.26861702128,14842,0,0,16219
600000,NORMAL:0,0.0,600000,0,0,0,1000.0,0,1,0,0,1,0,16497,1,1,3,600000,0,1e-06,44031.89361702128,44031.89361702128,16497,0,0,16219
660000,NORMAL:0,0.0,660000,0,0,0,1000.0,0,1,0,0,1,0,18152,1,1,3,660000,0,1e-06,49092.51861702128,49092.51861702128,18152,0,0,16219
720000,NORMAL:0,0.0,720000,0,0,0,1000.0,0,1,0,0,1,0,19807,1,1,3,720000,0,1e-06,54163.14361702128,54163.14361702128,19807,0,0,16219
780000,NORMAL:0,0.0,780000,0,0,0,1000.0,0,1,0,0,1,0,21463,1,1,3,780000,0,1e-06,59230.01861702128,59230.01861702128,21463,0,0,16219
840000,NORMAL:0,0.0,840000,0,0,0,1000.0,0,1,0,0,1,0,23116,1,1,3,840000,0,1e-06,64288.14361702128,64288.14361702128,23116,0,0,16219
900000,NORMAL:0,0.0,900000,0,0,0,1000.0,0,1,0,0,1,0,24770,1,1,3,900000,0,1e-06,69352.51861702127,69352.51861702127,24770,0,0,16219
960000,NORMAL:0,0.0,960000,0,0,0,1000.0,0,1,0,0,1,0,26426,1,1,3,960000,0,1e-06,74419.39361702127,74419.39361702127,26426,0,0,16219
1020000,NORMAL:0,0.0,1020000,0,0,0,1000.0,0,1,0,0,1,0,28080,1,1,3,1020000,0,1e-06,79478.76861702127,79478.76861702127,28080,0,0,16219
1080000,NORMAL:0,0.0,1080000,0,0,0,1000.0,0,1,0,0,1,0,29735,1,1,3,1080000,0,1e-06,84549.39361702127,84549.39361702127,29735,0,0,16219
1140000,NORMAL:0,0.0,1140000,0,0,0,1000.0,0,1,0,0,1,0,31389,1,1,3,1140000,0,1e-06,89608.76861702127,89608.76861702127,31389,0,0,16219
1200000,NORMAL:0,0.0,1200000,0,0,0,1000.0,0,1,0,0,1,0,33045,1,1,3,1200000,0,1e-06,94680.64361702127,94680.64361702127,33045,0,0,16219
1260000,NORMAL:0,0.0,1260000,0,0,0,1000.0,0,1,0,0,1,0,34698,1,1,3,1260000,0,1e-06,99733.76861702127,99733.76861702127,34698,0,0,16219
1320000,NORMAL:0,0.0,1320000,0,0,0,1000.0,0,1,0,0,1,0,36354,1,1,3,1320000,0,1e-06,104805.64361702127,104805.64361702127,36354,0,0,16219
1380000,NORMAL:0,0.0,1380000,0,0,0,1000.0,0,1,0,0,1,0,38008,1,1,3,1380000,0,1e-06,109865.01861702127,109865.01861702127,38008,0,0,16219
1440000,NORMAL:0,0.0,1440000,0,0,0,1000.0,0,1,0,0,1,0,39662,1,1,3,1440000,0,1e-06,114929.39361702127,114929.39361702127,39662,0,0,16219
1500000,NORMAL:0,0.0,1500000,0,0,0,1000.0,0,1,0,0,1,0,41317,1,1,3,1500000,0,1e-06,119995.01861702127,119995.01861702127,41317,0,0,16219
1560000,NORMAL:0,0.0,1560000,0,0,0,1000.0,0,1,0,0,1,0,42973,1,1,3,1560000,0,1e-06,125061.89361702127,125061.89361702127,42973,0,0,16219
1620000,NORMAL:0,0.0,1620000,0,0,0,1000.0,0,1,0,0,1,0,44627,1,1,3,1620000,0,1e-06,130126.26861702127,130126.26861702127,44627,0,0,16219
1680000,NORMAL:0,0.0,1680000,0,0,0,1000.0,0,1,0,0,1,0,46281,1,1,3,1680000,0,1e-06,135185.64361702127,135185.64361702127,46281,0,0,16219
1740000,NORMAL:0,0.0,1740000,0,0,0,1000.0,0,1,0,0,1,0,47936,1,1,3,1740000,0,1e-06,140251.26861702127,140251.26861702127,47936,0,0,16219
1800000,NORMAL:0,0.0,1800000,0,0,0,1000.0,0,1,0,0,1,0,49590,1,1,3,1800000,0,1e-06,145315.64361702127,145315.64361702127,49590,0,0,16219
1860000,NORMAL:0,0.0,1860000,0,0,0,1000.0,0,1,0,0,1,0,51246,1,1,3,1860000,0,1e-06,150382.51861702127,150382.51861702127,51246,0,0,16219
1920000,NORMAL:0,0.0,1920000,0,0,0,1000.0,0,1,0,0,1,0,52902,1,1,3,1920000,0,1e-06,155454.39361702127,155454.39361702127,52902,0,0,16219
1980000,NORMAL:0,0.0,1980000,0,0,0,1000.0,0,1,0,0,1,0,54554,1,1,3,1980000,0,1e-06,160506.26861702127,160506.26861702127,54554,0,0,16219
2040000,NORMAL:0,0.0,2040000,0,0,0,1000.0,0,1,0,0,1,0,56210,1,1,3,2040000,0,1e-06,165578.14361702127,165578.14361702127,56210,0,0,16219
2100000,NORMAL:0,0.0,2100000,0,0,0,1000.0,0,1,0,0,1,0,57863,1,1,3,2100000,0,1e-06,170631.26861702127,170631.26861702127,57863,0,0,16219
2160000,NORMAL:0,0.0,2160000,0,0,0,1000.0,0,2,0,1,1,0,59519,2,1,2,2160000,0,1e-06,176627.51861702127,176635.51861702127,59518,-8.0,1,16219
2220000,NORMAL:0,0.0,2220000,0,0,0,1000.0,0,2,0,1,1,0,61172,2,1,2,2220000,0,1e-06,182697.26861702127,182705.26861702127,61171,-8.0,1,16219
2280000,NORMAL:0,0.0,2280000,0,0,0,1000.0,0,2,0,1,1,0,62829,2,1,3,2280000,0,1e-06,187846.01861702127,187854.01861702127,62828,-8.0,1,16219
2340000,NORMAL:0,0.0,2340000,0,0,0,1000.0,0,2,0,1,1,0,64483,2,1,3,2340000,0,1e-06,192910.39361702127,192918.39361702127,64482,-8.0,1,16219
2400000,NORMAL:0,0.035460992907801414,2400000,0,0,0,1000.0,0,2,0,1,1,0,66137,2,1,3,2400000,0,1e-06,197969.76861702127,197977.76861702127,66136,-8.0,1,16219
2460000,NORMAL:0,0.0,2460000,0,0,0,28500.0,0,4,0,2,2,0,67793,4,2,1,2460000,0,1e-06,203765.73936170212,203785.73936170212,67791,-20.0,2,16220
2520000,NORMAL:0,0.0,2520000,0,0,0,28500.0,0,4,0,2,2,0,69445,4,2,1,2520000,0,1e-06,210845.36436170212,210865.36436170212,69443,-20.0,2,16220
2580000,NORMAL:0,0.0,2580000,0,0,0,28500.0,0,4,0,2,2,0,71101,4,2,2,2580000,0,1e-06,217774.23936170212,217794.23936170212,71099,-20.0,2,16220
2640000,NORMAL:0,0.0,2640000,0,0,0,28500.0,0,4,0,2,2,0,72757,4,2,2,2640000,0,1e-06,223860.48936170212,223880.48936170212,72755,-20.0,2,16220
2700000,NORMAL:0,0.0,2700000,0,0,0,28500.0,0,4,0,2,2,0,74410,4,2,2,2700000,0,1e-06,229930.23936170212,229950.23936170212,74408,-20.0,2,16220
2760000,NORMAL:0,0.0,2760000,0,0,0,28500.0,0,4,0,2,2,0,76067,4,2,2,2760000,0,1e-06,236017.98936170212,236037.98936170212,76065,-20.0,2,16220
2820000,NORMAL:0,0.0,2820000,0,0,0,28500.0,0,4,0,2,2,0,77719,4,2,2,2820000,0,1e-06,242080.23936170212,242100.23936170212,77717,-20.0,2,16220
2880000,NORMAL:0,0.0,2880000,0,0,0,28500.0,0,4,0,2,2,0,79375,4,2,2,2880000,0,1e-06,248166.48936170212,248186.48936170212,79373,-20.0,2,16220
2940000,NORMAL:0,0.0,2940000,0,0,0,28500.0,0,4,0,2,2,0,81028,4,2,2,2940000,0,1e-06,254230.23936170212,254250.23936170212,81026,-20.0,2,16220
3000000,NORMAL:0,0.0,3000000,0,0,0,28500.0,0,4,0,2,2,0,82684,4,2,2,3000000,0,1e-06,260316.48936170212,260336.48936170212,82682,-20.0,2,16220
3060000,NORMAL:0,0.0,3060000,0,0,0,28500.0,0,4,0,2,2,0,84340,4,2,2,3060000,0,1e-06,266402.7393617021,266422.7393617021,84338,-20.0,2,16220
3120000,NORMAL:0,0.0,3120000,0,0,0,28500.0,0,4,0,2,2,0,85993,4,2,2,3120000,0,1e-06,272472.4893617021,272492.4893617021,85991,-20.0,2,16220
3180000,NORMAL:0,0.0,3180000,0,0,0,28500.0,0,4,0,2,2,0,87649,4,2,2,3180000,0,1e-06,278552.7393617021,278572.7393617021,87647,-20.0,2,16220
3240000,NORMAL:0,0.0,3240000,0,0,0,28500.0,0,4,0,2,2,0,89302,4,2,2,3240000,0,1e-06,284622.4893617021,284642.4893617021,89300,-20.0,2,16220
3300000,NORMAL:0,0.0,3300000,0,0,0,28500.0,0,4,0,2,2,0,90957,4,2,2,3300000,0,1e-06,290701.2393617021,290721.2393617021,90955,-20.0,2,16220
3360000,NORMAL:0,0.0,3360000,0,0,0,28500.0,0,4,0,2,2,0,92611,4,2,2,3360000,0,1e-06,296772.4893617021,296792.4893617021,92609,-20.0,2,16220
3420000,NORMAL:0,0.0,3420000,0,0,0,28500.0,0,4,0,2,2,0,94266,4,2,2,3420000,0,1e-06,302857.2393617021,302877.2393617021,94264,-20.0,2,16220
3480000,NORMAL:0,0.0,3480000,0,0,0,28500.0,0,4,0,2,2,0,95923,4,2,2,3480000,0,1e-06,308944.9893617021,308964.9893617021,95921,-20.0,2,16220
3540000,NORMAL:0,0.0,3540000,0,0,0,28500.0,0,4,0,2,2,0,97576,4,2,2,3540000,0,1e-06,315008.7393617021,315028.7393617021,97574,-20.0,2,16220
3600000,NORMAL:0,0.0,3600000,0,0,0,28500.0,0,4,0,2,2,0,99231,4,2,2,3600000,0,1e-06,321093.4893617021,321113.4893617021,99229,-20.0,2,16220
3660000,NORMAL:0,0.0,3660000,0,0,0,28500.0,0,4,0,2,2,0,100884,4,2,2,3660000,0,1e-06,327157.2393617021,327177.2393617021,100882,-20.0,2,16220
3720000,NORMAL:0,0.0,3720000,0,0,0,28500.0,0,4,0,2,2,0,102540,4,2,2,3720000,0,1e-06,333243.4893617021,333263.4893617021,102538,-20.0,2,16220
3780000,NORMAL:0,0.0,3780000,0,0,0,28500.0,0,4,0,2,2,0,104193,4,2,2,3780000,0,1e-06,339307.2393617021,339327.2393617021,104191,-20.0,2,16220
3840000,NORMAL:0,0.0,3840000,0,0,0,28500.0,0,4,0,2,2,0,105850,4,2,2,3840000,0,1e-06,345400.9893617021,345420.9893617021,105848,-20.0,2,16220
3900000,NORMAL:0,0.0,3900000,0,0,0,28500.0,0,4,0,2,2,0,107505,4,2,2,3900000,0,1e-06,351479.7393617021,351499.7393617021,107503,-20.0,2,16220
3960000,NORMAL:0,0.0,3960000,0,0,0,28500.0,0,4,0,2,2,0,109158,4,2,2,3960000,0,1e-06,357549.4893617021,357569.4893617021,109156,-20.0,2,16220
4020000,NORMAL:0,0.0,4020000,0,0,0,28500.0,0,4,0,2,2,0,110813,4,2,2,4020000,0,1e-06,363628.2393617021,363648.2393617021,110811,-20.0,2,16220
4080000,NORMAL:0,0.0,4080000,0,0,0,28500.0,0,4,0,2,2,0,112468,4,2,2,4080000,0,1e-06,369700.9893617021,369720.9893617021,112466,-20.0,2,16220
4140000,NORMAL:0,0.0,4140000,0,0,0,28500.0,0,4,0,2,2,0,114122,4,2,2,4140000,0,1e-06,375778.2393617021,375798.2393617021,114120,-20.0,2,16220
4200000,NORMAL:0,0.0,4200000,0,0,0,28500.0,0,4,0,2,2,0,115778,4,2,2,4200000,0,1e-06,381864.4893617021,381884.4893617021,115776,-20.0,2,16220
4260000,NORMAL:0,0.0,4260000,0,0,0,28500.0,0,4,0,2,2,0,117432,4,2,2,4260000,0,1e-06,387935.7393617021,387955.7393617021,117430,-20.0,2,16220
4320000,NORMAL:0,0.0,4320000,0,0,0,28500.0,0,4,0,2,2,0,119087,4,2,2,4320000,0,1e-06,394020.4893617021,394040.4893617021,119085,-20.0,2,16220
4380000,NORMAL:0,0.0,4380000,0,0,0,28500.0,0,4,0,2,2,0,120741,4,2,2,4380000,0,1e-06,400085.7393617021,400105.7393617021,120739,-20.0,2,16220
4440000,NORMAL:0,0.0,4440000,0,0,0,28500.0,0,4,0,2,2,0,122397,4,2,2,4440000,0,1e-06,406171.9893617021,406191.9893617021,122395,-20.0,2,16220
4500000,NORMAL:0,0.0,4500000,0,0,0,28500.0,0,4,0,2,2,0,124048,4,2,2,4500000,0,1e-06,412232.7393617021,412252.7393617021,124046,-20.0,2,16220
4560000,NORMAL:0,0.0,4560000,0,0,0,28500.0,0,4,0,2,2,0,125705,4,2,2,4560000,0,1e-06,418320.4893617021,418340.4893617021,125703,-20.0,2,16220
4620000,NORMAL:0,0.0,4620000,0,0,0,28500.0,0,4,0,2,2,0,127360,4,2,2,4620000,0,1e-06,424399.2393617021,424419.2393617021,127358,-20.0,2,16220
4680000,NORMAL:0,0.035460992907801414,4680000,0,0,0,28500.0,0,4,0,2,2,0,129015,4,2,2,4680000,0,1e-06,430477.9893617021,430497.9893617021,129013,-20.0,2,16220
4740000,NORMAL:0,0.035460992907801414,4740000,0,0,0,28500.0,0,4,0,2,2,0,130670,4,2,2,4740000,0,1e-06,436556.7393617021,436576.7393617021,130668,-20.0,2,16220
4800000,NORMAL:0,0.0,4800000,0,0,0,64666.666666666664,0,5,0,2,3,0,132323,5,3,1,4800000,0,1e-06,442987.91223404254,443007.91223404254,132321,-20.0,2,16220
4860000,NORMAL:0,0.01519756838905775,4860000,0,0,0,64666.666666666664,0,5,0,2,3,0,133978,5,3,1,4860000,0,1e-06,450079.78723404254,450099.78723404254,133976,-20.0,2,16220
4920000,NORMAL:0,0.01519756838905775,4920000,0,0,0,64666.666666666664,0,5,0,2,3,0,135632,5,3,1,4920000,0,1e-06,457162.91223404254,457182.91223404254,135630,-20.0,2,16220
4980000,NORMAL:0,0.01519756838905775,4980000,0,0,0,64666.666666666664,0,5,0,2,3,0,137289,5,3,1,4980000,0,1e-06,464265.28723404254,464285.28723404254,137287,-20.0,2,16220
5040000,NORMAL:0,0.01519756838905775,5040000,0,0,0,64666.666666666664,0,5,0,2,3,0,138943,5,3,1,5040000,0,1e-06,471355.41223404254,471375.41223404254,138941,-20.0,2,16220
5100000,NORMAL:0,0.01519756838905775,5100000,0,0,0,64666.666666666664,0,5,0,2,3,0,140596,5,3,1,5100000,0,1e-06,478436.78723404254,478456.78723404254,140594,-20.0,2,16220
5160000,NORMAL:0,0.01519756838905775,5160000,0,0,0,64666.666666666664,0,5,0,2,3,0,142253,5,3,1,5160000,0,1e-06,485539.16223404254,485559.16223404254,142251,-20.0,2,16220
5220000,NORMAL:0,0.01519756838905775,5220000,0,0,0,64666.666666666664,0,5,0,2,3,0,143905,5,3,1,5220000,0,1e-06,492611.78723404254,492631.78723404254,143903,-20.0,2,16220
5280000,NORMAL:0,0.01519756838905775,5280000,0,0,0,64666.666666666664,0,5,0,2,3,0,145562,5,3,1,5280000,0,1e-06,499714.16223404254,499734.16223404254,145560,-20.0,2,16220
5340000,NORMAL:0,0.01519756838905775,5340000,0,0,0,64666.666666666664,0,5,0,2,3,0,147216,5,3,1,5340000,0,1e-06,506797.28723404254,506817.28723404254,147214,-20.0,2,16220
5400000,NORMAL:0,0.01519756838905775,5400000,0,0,0,64666.666666666664,0,5,0,2,3,0,148870,5,3,1,5400000,0,1e-06,513894.41223404254,513914.41223404254,148868,-20.0,2,16220
5460000,NORMAL:0,0.01519756838905775,5460000,0,0,0,64666.666666666664,0,5,0,2,3,0,150525,5,3,1,5460000,0,1e-06,520979.28723404254,520999.28723404254,150523,-20.0,2,16220
5520000,NORMAL:0,0.0303951367781155,5520000,0,0,0,64666.666666666664,0,5,0,2,3,0,152180,5,3,1,5520000,0,1e-06,528071.1622340425,528091.1622340425,152178,-20.0,2,16220
5580000,NORMAL:0,0.0303951367781155,5580000,0,0,0,64666.666666666664,0,5,0,2,3,0,153835,5,3,1,5580000,0,1e-06,535163.0372340425,535183.0372340425,153833,-20.0,2,16220
5640000,NORMAL:0,0.0303951367781155,5640000,0,0,0,64666.666666666664,0,5,0,2,3,0,155488,5,3,1,5640000,0,1e-06,542244.4122340425,542264.4122340425,155486,-20.0,2,16220
5700000,NORMAL:0,0.0303951367781155,5700000,0,0,0,64666.666666666664,0,5,0,2,3,0,157143,5,3,1,5700000,0,1e-06,549336.2872340425,549356.2872340425,157141,-20.0,2,16220
5760000,NORMAL:0,0.0303951367781155,5760000,0,0,0,64666.666666666664,0,5,0,2,3,0,158799,5,3,1,5760000,0,1e-06,556436.9122340425,556456.9122340425,158797,-20.0,2,16220
5820000,NORMAL:0,0.01519756838905775,5820000,0,0,0,123500.0,0,6,0,2,4,0,160453,6,4,1,5820000,0,1e-06,562989.0117781155,563009.0117781155,160451,-20.0,2,16220
5880000,NORMAL:0,0.01519756838905775,5880000,0,0,0,123500.0,0,6,0,2,4,0,162109,6,4,1,5880000,0,1e-06,570082.6367781155,570102.6367781155,162107,-20.0,2,16220
5940000,NORMAL:0,0.01519756838905775,5940000,0,0,0,123500.0,0,6,0,2,4,0,163761,6,4,1,5940000,0,1e-06,577162.2617781155,577182.2617781155,163759,-20.0,2,16220
6000000,NORMAL:0,0.01519756838905775,6000000,0,0,0,123500.0,0,6,0,2,4,0,165417,6,4,1,6000000,0,1e-06,584262.8867781155,584282.8867781155,165415,-20.0,2,16220
6060000,NORMAL:0,0.01519756838905775,6060000,0,0,0,123500.0,0,6,0,2,4,0,167071,6,4,1,6060000,0,1e-06,591339.0117781155,591359.0117781155,167069,-20.0,2,16220
6120000,NORMAL:0,0.01519756838905775,6120000,0,0,0,123500.0,0,6,0,2,4,0,168726,6,4,1,6120000,0,1e-06,598437.8867781155,598457.8867781155,168724,-20.0,2,16220
6180000,NORMAL:0,0.01519756838905775,6180000,0,0,0,123500.0,0,6,0,2,4,0,170382,6,4,1,6180000,0,1e-06,605531.5117781155,605551.5117781155,170380,-20.0,2,16220
6240000,NORMAL:0,0.01519756838905775,6240000,0,0,0,123500.0,0,6,0,2,4,0,172036,6,4,1,6240000,0,1e-06,612621.6367781155,612641.6367781155,172034,-20.0,2,16220
6300000,NORMAL:0,0.01519756838905775,6300000,0,0,0,123500.0,0,6,0,2,4,0,173689,6,4,1,6300000,0,1e-06,619703.0117781155,619723.0117781155,173687,-20.0,2,16220
6360000,NORMAL:0,0.01519756838905775,6360000,0,0,0,123500.0,0,6,0,2,4,0,175345,6,4,1,6360000,0,1e-06,626796.6367781155,626816.6367781155,175343,-20.0,2,16220
6420000,NORMAL:0,0.01519756838905775,6420000,0,0,0,123500.0,0,6,0,2,4,0,177000,6,4,1,6420000,0,1e-06,633888.5117781155,633908.5117781155,176998,-20.0,2,16220
6480000,NORMAL:0,0.01519756838905775,6480000,0,0,0,123500.0,0,6,0,2,4,0,178655,6,4,1,6480000,0,1e-06,640980.3867781155,641000.3867781155,178653,-20.0,2,16220
6540000,NORMAL:0,0.01519756838905775,6540000,0,0,0,123500.0,0,6,0,2,4,0,180309,6,4,1,6540000,0,1e-06,648070.5117781155,648090.5117781155,180307,-20.0,2,16220
6600000,NORMAL:0,0.01519756838905775,6600000,0,0,0,123500.0,0,6,0,2,4,0,181964,6,4,1,6600000,0,1e-06,655162.3867781155,655182.3867781155,181962,-20.0,2,16220
6660000,NORMAL:0,0.01519756838905775,6660000,0,0,0,123500.0,0,6,0,2,4,0,183618,6,4,1,6660000,0,1e-06,662245.5117781155,662265.5117781155,183616,-20.0,2,16220
6720000,NORMAL:0,0.01519756838905775,6720000,0,0,0,123500.0,0,6,0,2,4,0,185273,6,4,1,6720000,0,1e-06,669337.3867781155,669357.3867781155,185271,-20.0,2,16220
6780000,NORMAL:0,0.01519756838905775,6780000,0,0,0,123500.0,0,6,0,2,4,0,186927,6,4,1,6780000,0,1e-06,676420.5117781155,676440.5117781155,186925,-20.0,2,16220
6840000,NORMAL:0,0.01519756838905775,6840000,0,0,0,123500.0,0,6,0,2,4,0,188582,6,4,1,6840000,0,1e-06,683519.3867781155,683539.3867781155,188580,-20.0,2,16220
6900000,NORMAL:0,0.01519756838905775,6900000,0,0,0,123500.0,0,6,0,2,4,0,190236,6,4,1,6900000,0,1e-06,690602.5117781155,690622.5117781155,190234,-20.0,2,16220
6960000,NORMAL:0,0.01519756838905775,6960000,0,0,0,123500.0,0,6,0,2,4,0,191893,6,4,1,6960000,0,1e-06,697704.8867781155,697724.8867781155,191891,-20.0,2,16220
7020000,NORMAL:0,0.01519756838905775,7020000,0,0,0,101800.0,0,7,4000,2,5,0,193546,7,5,0,7016000,4000,1e-06,704824.2997720365,704844.2997720365,193544,-20.0,2,16220
7080000,NORMAL:0,0.01519756838905775,7080000,0,0,0,101800.0,0,7,64000,2,5,0,195201,7,5,0,7016000,64000,1e-06,712929.2997720365,712949.2997720365,195199,-20.0,2,16220
7140000,NORMAL:0,0.01519756838905775,7140000,0,0,0,101800.0,0,7,124000,2,5,0,196855,7,5,0,7016000,124000,1e-06,721024.2997720365,721044.2997720365,196853,-20.0,2,16220
7200000,NORMAL:0,0.01519756838905775,7200000,0,0,0,101800.0,0,7,184000,2,5,0,198509,7,5,0,7016000,184000,1e-06,729127.2997720365,729147.2997720365,198507,-20.0,2,16220
7260000,NORMAL:0,0.01519756838905775,7260000,0,0,0,101800.0,0,7,244000,2,5,0,200165,7,5,0,7016000,244000,1e-06,737234.2997720365,737254.2997720365,200163,-20.0,2,16220
7320000,NORMAL:0,0.01519756838905775,7320000,0,0,0,101800.0,0,7,304000,2,5,0,201821,7,5,0,7016000,304000,1e-06,745349.2997720365,745369.2997720365,201819,-20.0,2,16220
7380000,NORMAL:0,0.01519756838905775,7380000,0,0,0,101800.0,0,7,364000,2,5,0,203474,7,5,0,7016000,364000,1e-06,753442.2997720365,753462.2997720365,203472,-20.0,2,16220
7440000,NORMAL:0,0.01519756838905775,7440000,0,0,0,101800.0,0,7,424000,2,5,0,205129,7,5,0,7016000,424000,1e-06,761547.2997720365,761567.2997720365,205127,-20.0,2,16220
7500000,NORMAL:0,0.01519756838905775,7500000,0,0,0,101800.0,0,7,484000,2,5,0,206783,7,5,0,7016000,484000,1e-06,769642.2997720365,769662.2997720365,206781,-20.0,2,16220
7560000,NORMAL:0,0.01519756838905775,7560000,0,0,0,101800.0,0,7,544000,2,5,0,208438,7,5,0,7016000,544000,1e-06,777747.2997720365,777767.2997720365,208436,-20.0,2,16220
7620000,NORMAL:0,0.01519756838905775,7620000,0,0,0,101800.0,0,7,604000,2,5,0,210093,7,5,0,7016000,604000,1e-06,785852.2997720365,785872.2997720365,210091,-20.0,2,16220
7680000,NORMAL:0,0.01519756838905775,7680000,0,0,0,101800.0,0,7,664000,2,5,0,211748,7,5,0,7016000,664000,1e-06,793957.2997720365,793977.2997720365,211746,-20.0,2,16220
7740000,NORMAL:0,0.01519756838905775,7740000,0,0,0,101800.0,0,7,724000,2,5,0,213402,7,5,0,7016000,724000,1e-06,802060.2997720365,802080.2997720365,213400,-20.0,2,16220
7800000,NORMAL:0,0.01519756838905775,7800000,0,0,0,101800.0,0,7,784000,2,5,0,215057,7,5,0,7016000,784000,1e-06,810165.2997720365,810185.2997720365,215055,-20.0,2,16220
7860000,NORMAL:0,0.01519756838905775,7860000,0,0,0,101800.0,0,7,809000,2,5,0,216712,7,5,1,7051000,809000,1e-06,817677.6747720365,817697.6747720365,216710,-20.0,2,16220
7920000,NORMAL:0,0.01519756838905775,7920000,0,0,0,101800.0,0,7,809000,2,5,0,218365,7,5,1,7111000,809000,1e-06,824766.0497720365,824786.0497720365,218363,-20.0,2,16220
7980000,NORMAL:0,0.01519756838905775,7980000,0,0,0,101800.0,0,7,809000,2,5,0,220020,7,5,1,7171000,809000,1e-06,831850.9247720365,831870.9247720365,220018,-20.0,2,16220
8040000,NORMAL:0,0.01519756838905775,8040000,0,0,0,101800.0,0,7,809000,2,5,0,221676,7,5,1,7231000,809000,1e-06,838951.5497720365,838971.5497720365,221674,-20.0,2,16220
8100000,NORMAL:0,0.01519756838905775,8100000,0,0,0,101800.0,0,7,809000,2,5,0,223330,7,5,1,7291000,809000,1e-06,846041.6747720365,846061.6747720365,223328,-20.0,2,16220
8160000,NORMAL:0,0.01519756838905775,8160000,0,0,0,101800.0,0,7,809000,2,5,0,224986,7,5,1,7351000,809000,1e-06,853135.2997720365,853155.2997720365,224984,-20.0,2,16220
8220000,NORMAL:0,0.01519756838905775,8220000,0,0,0,101800.0,0,7,809000,2,5,0,226639,7,5,1,7411000,809000,1e-06,860216.6747720365,860236.6747720365,226637,-20.0,2,16220
8280000,NORMAL:0,0.01519756838905775,8280000,0,0,0,101800.0,0,7,809000,2,5,0,228294,7,5,1,7471000,809000,1e-06,867308.5497720365,867328.5497720365,228292,-20.0,2,16220
8340000,NORMAL:0,0.01519756838905775,8340000,0,0,0,101800.0,0,7,809000,2,5,0,229948,7,5,1,7531000,809000,1e-06,874391.6747720365,874411.6747720365,229946,-20.0,2,16220
8400000,NORMAL:0,0.01519756838905775,8400000,0,0,0,101800.0,0,7,809000,2,5,0,231603,7,5,1,7591000,809000,1e-06,881483.5497720365,881503.5497720365,231601,-20.0,2,16220
8460000,NORMAL:0,0.05065856129685917,8460000,0,0,0,101800.0,0,7,809000,2,5,0,233258,7,5,1,7651000,809000,1e-06,888575.4247720365,888595.4247720365,233256,-20.0,2,16220
8520000,NORMAL:0,0.05065856129685917,8520000,0,0,0,101800.0,0,7,809000,2,5,0,234913,7,5,1,7711000,809000,1e-06,895674.2997720365,895694.2997720365,234911,-20.0,2,16220
8580000,NORMAL:0,0.05065856129685917,8580000,0,0,0,101800.0,0,7,809000,2,5,0,236568,7,5,1,7771000,809000,1e-06,902759.1747720365,902779.1747720365,236566,-20.0,2,16220
8640000,NORMAL:0,0.05065856129685917,8640000,0,0,0,101800.0,0,7,809000,2,5,0,238222,7,5,1,7831000,809000,1e-06,909849.2997720365,909869.2997720365,238220,-20.0,2,16220
8700000,NORMAL:0,0.05065856129685917,8700000,0,0,0,101800.0,0,7,809000,2,5,0,239876,7,5,1,7891000,809000,1e-06,916932.4247720365,916952.4247720365,239874,-20.0,2,16220
8760000,NORMAL:0,0.05065856129685917,8760000,0,0,0,101800.0,0,7,809000,2,5,0,241533,7,5,1,7951000,809000,1e-06,924034.7997720365,924054.7997720365,241531,-20.0,2,16220
